UNIQUE_KEY,PRODUCT_TITLE,PRODUCT_DESCRIPTION,STYLE#,AVAILABLE_SIZES,BRAND_LOGO_IMAGE,THUMBNAIL_IMAGE,COLOR_SWATCH_IMAGE,PRODUCT_IMAGE,SPEC_SHEET,FRONT_FLAT,BACK_FLAT,FRONT_MODEL,BACK_MODEL,SIDE_MODEL,THREE_Q_MODEL,PRICE_TEXT,COLOR_NAME,COLOR_SQUARE_IMAGE,COLOR_PRODUCT_IMAGE,COLOR_PRODUCT_IMAGE_THUMBNAIL,SIZE,PIECE_WEIGHT,PIECE_PRICE,DOZEN_PRICE,CASE_PRICE,PIECE_SALE_PRICE,DOZEN_SALE_PRICE,CASE_SALE_PRICE,SALE_START_DATE,SALE_END_DATE,CASE_SIZE,INVENTORY_KEY,SIZE_INDEX,CATALOG_COLOR,PRICE_CODE,PRODUCT_STATUS,TITLE_IMAGE,BRAND_NAME,KEYWORDS
"660321","DISCONTINUED District - Juniors The Concert Tee V-Neck. DT5501","Be your own fan in this soft essential.     4.5-ounce  100% soft spun cotton  30 singles     50/50 soft spun cotton/poly (Neon)     90/10 soft spun cotton/poly (Heather Grey)     Tear-away tag     Due to the nature of 50/50 cotton/polyester neon fabrics  special care must be taken throughout the printing process.","DT5501","Juniors Sizes: XS-4XL","https://cdnl.sanmar.com/catalog/images/districtheader.jpg","https://cdnl.sanmar.com/catalog/images/DT5501TN.jpg","https://cdnl.sanmar.com/catalog/images/DT5501sw.jpg","https://cdnl.sanmar.com/catalog/images/DT5501.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/DT5501_specsheet.pdf","https://cdnl.sanmar.com/imglib/mresjpg/2012/f7/DT5501_HeatherGrey_Flat_Fro.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/DT5501_heathergrey_flat_back.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_back_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_side_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_3Q_052212.jpg","Price","Heather Grey","https://cdnl.sanmar.com/swatch/gifs/DistrictThreads_heathergrey.gif","https://cdnl.sanmar.com/catalog/images/imglib/catl/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","https://cdnl.sanmar.com/cache/altview/imglib/catl/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","XS","0.2813","3.99","3.49","2.99","2.39","2.39","2.39","2018-07-15","2025-06-29","72","66032","1","Heather Grey","A","Discontinued","","District","embroidery  embroider  embroidering  screen printing  screenprinting  screen-printing  screen print  screenprint  screen-print  heat transfer  heat transfering  heat-transfering  heat seal  heat sealing  heat-sealing  heat-transfer  heat-seal  heattransfer  heatseal  dtg  digital textile printing  digital textile print  pad print  pad printing  pad-printing  pad-print  padprint  padprinting  Tearaway  tear away  tear-away  removable tag  removable-tag xs s m l xl xxl xxxl xxxxl 2xl 3xl 4xl  juniors  junior's  junior  tee  tshirt  tee shirt  t shirt  t-shirt  tee-shirt  tee-shirts  t-shirts  v-neck  vneck  v neck  100% cotton  heathered  district  tagless  tear-away tag  tagfree  tubular  concert  concert-tee  neon  50/50 blend  100% cotton  short sleeve  short sleeves  shortsleeve  shortsleeves  shortsleeved  short-sleeve  short-sleeves  short-sleeved  vneck  v neck  v-neck  vnecks  v-necks  v necks ",
"660322","DISCONTINUED District - Juniors The Concert Tee V-Neck. DT5501","Be your own fan in this soft essential.     4.5-ounce  100% soft spun cotton  30 singles     50/50 soft spun cotton/poly (Neon)     90/10 soft spun cotton/poly (Heather Grey)     Tear-away tag     Due to the nature of 50/50 cotton/polyester neon fabrics  special care must be taken throughout the printing process.","DT5501","Juniors Sizes: XS-4XL","https://cdnl.sanmar.com/catalog/images/districtheader.jpg","https://cdnl.sanmar.com/catalog/images/DT5501TN.jpg","https://cdnl.sanmar.com/catalog/images/DT5501sw.jpg","https://cdnl.sanmar.com/catalog/images/DT5501.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/DT5501_specsheet.pdf","https://cdnl.sanmar.com/imglib/mresjpg/2012/f7/DT5501_HeatherGrey_Flat_Fro.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/DT5501_heathergrey_flat_back.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_back_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_side_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_3Q_052212.jpg","Price","Heather Grey","https://cdnl.sanmar.com/swatch/gifs/DistrictThreads_heathergrey.gif","https://cdnl.sanmar.com/catalog/images/imglib/catl/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","https://cdnl.sanmar.com/cache/altview/imglib/catl/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","S","0.2917","3.99","3.49","2.99","2.39","2.39","2.39","2018-07-15","2025-06-29","72","66032","2","Heather Grey","A","Discontinued","","District","embroidery  embroider  embroidering  screen printing  screenprinting  screen-printing  screen print  screenprint  screen-print  heat transfer  heat transfering  heat-transfering  heat seal  heat sealing  heat-sealing  heat-transfer  heat-seal  heattransfer  heatseal  dtg  digital textile printing  digital textile print  pad print  pad printing  pad-printing  pad-print  padprint  padprinting  Tearaway  tear away  tear-away  removable tag  removable-tag xs s m l xl xxl xxxl xxxxl 2xl 3xl 4xl  juniors  junior's  junior  tee  tshirt  tee shirt  t shirt  t-shirt  tee-shirt  tee-shirts  t-shirts  v-neck  vneck  v neck  100% cotton  heathered  district  tagless  tear-away tag  tagfree  tubular  concert  concert-tee  neon  50/50 blend  100% cotton  short sleeve  short sleeves  shortsleeve  shortsleeves  shortsleeved  short-sleeve  short-sleeves  short-sleeved  vneck  v neck  v-neck  vnecks  v-necks  v necks ",
"660323","DISCONTINUED District - Juniors The Concert Tee V-Neck. DT5501","Be your own fan in this soft essential.     4.5-ounce  100% soft spun cotton  30 singles     50/50 soft spun cotton/poly (Neon)     90/10 soft spun cotton/poly (Heather Grey)     Tear-away tag     Due to the nature of 50/50 cotton/polyester neon fabrics  special care must be taken throughout the printing process.","DT5501","Juniors Sizes: XS-4XL","https://cdnl.sanmar.com/catalog/images/districtheader.jpg","https://cdnl.sanmar.com/catalog/images/DT5501TN.jpg","https://cdnl.sanmar.com/catalog/images/DT5501sw.jpg","https://cdnl.sanmar.com/catalog/images/DT5501.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/DT5501_specsheet.pdf","https://cdnl.sanmar.com/imglib/mresjpg/2012/f7/DT5501_HeatherGrey_Flat_Fro.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/DT5501_heathergrey_flat_back.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_back_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_side_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_3Q_052212.jpg","Price","Heather Grey","https://cdnl.sanmar.com/swatch/gifs/DistrictThreads_heathergrey.gif","https://cdnl.sanmar.com/catalog/images/imglib/catl/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","https://cdnl.sanmar.com/cache/altview/imglib/catl/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","M","0.3021","3.99","3.49","2.99","2.39","2.39","2.39","2018-07-15","2025-06-29","72","66032","3","Heather Grey","A","Discontinued","","District","embroidery  embroider  embroidering  screen printing  screenprinting  screen-printing  screen print  screenprint  screen-print  heat transfer  heat transfering  heat-transfering  heat seal  heat sealing  heat-sealing  heat-transfer  heat-seal  heattransfer  heatseal  dtg  digital textile printing  digital textile print  pad print  pad printing  pad-printing  pad-print  padprint  padprinting  Tearaway  tear away  tear-away  removable tag  removable-tag xs s m l xl xxl xxxl xxxxl 2xl 3xl 4xl  juniors  junior's  junior  tee  tshirt  tee shirt  t shirt  t-shirt  tee-shirt  tee-shirts  t-shirts  v-neck  vneck  v neck  100% cotton  heathered  district  tagless  tear-away tag  tagfree  tubular  concert  concert-tee  neon  50/50 blend  100% cotton  short sleeve  short sleeves  shortsleeve  shortsleeves  shortsleeved  short-sleeve  short-sleeves  short-sleeved  vneck  v neck  v-neck  vnecks  v-necks  v necks ",
"660324","DISCONTINUED District - Juniors The Concert Tee V-Neck. DT5501","Be your own fan in this soft essential.     4.5-ounce  100% soft spun cotton  30 singles     50/50 soft spun cotton/poly (Neon)     90/10 soft spun cotton/poly (Heather Grey)     Tear-away tag     Due to the nature of 50/50 cotton/polyester neon fabrics  special care must be taken throughout the printing process.","DT5501","Juniors Sizes: XS-4XL","https://cdnl.sanmar.com/catalog/images/districtheader.jpg","https://cdnl.sanmar.com/catalog/images/DT5501TN.jpg","https://cdnl.sanmar.com/catalog/images/DT5501sw.jpg","https://cdnl.sanmar.com/catalog/images/DT5501.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/DT5501_specsheet.pdf","https://cdnl.sanmar.com/imglib/mresjpg/2012/f7/DT5501_HeatherGrey_Flat_Fro.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/DT5501_heathergrey_flat_back.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_back_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_side_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_3Q_052212.jpg","Price","Heather Grey","https://cdnl.sanmar.com/swatch/gifs/DistrictThreads_heathergrey.gif","https://cdnl.sanmar.com/catalog/images/imglib/catl/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","https://cdnl.sanmar.com/cache/altview/imglib/catl/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","L","0.3334","3.99","3.49","2.99","2.39","2.39","2.39","2018-07-15","2025-06-29","72","66032","4","Heather Grey","A","Discontinued","","District","embroidery  embroider  embroidering  screen printing  screenprinting  screen-printing  screen print  screenprint  screen-print  heat transfer  heat transfering  heat-transfering  heat seal  heat sealing  heat-sealing  heat-transfer  heat-seal  heattransfer  heatseal  dtg  digital textile printing  digital textile print  pad print  pad printing  pad-printing  pad-print  padprint  padprinting  Tearaway  tear away  tear-away  removable tag  removable-tag xs s m l xl xxl xxxl xxxxl 2xl 3xl 4xl  juniors  junior's  junior  tee  tshirt  tee shirt  t shirt  t-shirt  tee-shirt  tee-shirts  t-shirts  v-neck  vneck  v neck  100% cotton  heathered  district  tagless  tear-away tag  tagfree  tubular  concert  concert-tee  neon  50/50 blend  100% cotton  short sleeve  short sleeves  shortsleeve  shortsleeves  shortsleeved  short-sleeve  short-sleeves  short-sleeved  vneck  v neck  v-neck  vnecks  v-necks  v necks ",
"660325","DISCONTINUED District - Juniors The Concert Tee V-Neck. DT5501","Be your own fan in this soft essential.     4.5-ounce  100% soft spun cotton  30 singles     50/50 soft spun cotton/poly (Neon)     90/10 soft spun cotton/poly (Heather Grey)     Tear-away tag     Due to the nature of 50/50 cotton/polyester neon fabrics  special care must be taken throughout the printing process.","DT5501","Juniors Sizes: XS-4XL","https://cdnl.sanmar.com/catalog/images/districtheader.jpg","https://cdnl.sanmar.com/catalog/images/DT5501TN.jpg","https://cdnl.sanmar.com/catalog/images/DT5501sw.jpg","https://cdnl.sanmar.com/catalog/images/DT5501.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/DT5501_specsheet.pdf","https://cdnl.sanmar.com/imglib/mresjpg/2012/f7/DT5501_HeatherGrey_Flat_Fro.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/DT5501_heathergrey_flat_back.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_back_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_side_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_3Q_052212.jpg","Price","Heather Grey","https://cdnl.sanmar.com/swatch/gifs/DistrictThreads_heathergrey.gif","https://cdnl.sanmar.com/catalog/images/imglib/catl/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","https://cdnl.sanmar.com/cache/altview/imglib/catl/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","XL","0.3438","3.99","3.49","2.99","2.39","2.39","2.39","2018-07-15","2025-06-29","72","66032","5","Heather Grey","A","Discontinued","","District","embroidery  embroider  embroidering  screen printing  screenprinting  screen-printing  screen print  screenprint  screen-print  heat transfer  heat transfering  heat-transfering  heat seal  heat sealing  heat-sealing  heat-transfer  heat-seal  heattransfer  heatseal  dtg  digital textile printing  digital textile print  pad print  pad printing  pad-printing  pad-print  padprint  padprinting  Tearaway  tear away  tear-away  removable tag  removable-tag xs s m l xl xxl xxxl xxxxl 2xl 3xl 4xl  juniors  junior's  junior  tee  tshirt  tee shirt  t shirt  t-shirt  tee-shirt  tee-shirts  t-shirts  v-neck  vneck  v neck  100% cotton  heathered  district  tagless  tear-away tag  tagfree  tubular  concert  concert-tee  neon  50/50 blend  100% cotton  short sleeve  short sleeves  shortsleeve  shortsleeves  shortsleeved  short-sleeve  short-sleeves  short-sleeved  vneck  v neck  v-neck  vnecks  v-necks  v necks ",
"660331","DISCONTINUED District - Juniors The Concert Tee V-Neck. DT5501","Be your own fan in this soft essential.     4.5-ounce  100% soft spun cotton  30 singles     50/50 soft spun cotton/poly (Neon)     90/10 soft spun cotton/poly (Heather Grey)     Tear-away tag     Due to the nature of 50/50 cotton/polyester neon fabrics  special care must be taken throughout the printing process.","DT5501","Juniors Sizes: XS-4XL","https://cdnl.sanmar.com/catalog/images/districtheader.jpg","https://cdnl.sanmar.com/catalog/images/DT5501TN.jpg","https://cdnl.sanmar.com/catalog/images/DT5501sw.jpg","https://cdnl.sanmar.com/catalog/images/DT5501.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/DT5501_specsheet.pdf","https://cdnl.sanmar.com/imglib/mresjpg/2012/f7/DT5501_HeatherGrey_Flat_Fro.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/DT5501_heathergrey_flat_back.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_back_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_side_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_3Q_052212.jpg","Price","Heather Grey","https://cdnl.sanmar.com/swatch/gifs/DistrictThreads_heathergrey.gif","https://cdnl.sanmar.com/catalog/images/imglib/catl/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","https://cdnl.sanmar.com/cache/altview/imglib/catl/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","XXL","0.4218","4.99","4.49","3.99","3.19","3.19","3.19","2018-07-15","2025-06-29","36","66033","1","Heather Grey","A","Discontinued","","District","embroidery  embroider  embroidering  screen printing  screenprinting  screen-printing  screen print  screenprint  screen-print  heat transfer  heat transfering  heat-transfering  heat seal  heat sealing  heat-sealing  heat-transfer  heat-seal  heattransfer  heatseal  dtg  digital textile printing  digital textile print  pad print  pad printing  pad-printing  pad-print  padprint  padprinting  Tearaway  tear away  tear-away  removable tag  removable-tag xs s m l xl xxl xxxl xxxxl 2xl 3xl 4xl  juniors  junior's  junior  tee  tshirt  tee shirt  t shirt  t-shirt  tee-shirt  tee-shirts  t-shirts  v-neck  vneck  v neck  100% cotton  heathered  district  tagless  tear-away tag  tagfree  tubular  concert  concert-tee  neon  50/50 blend  100% cotton  short sleeve  short sleeves  shortsleeve  shortsleeves  shortsleeved  short-sleeve  short-sleeves  short-sleeved  vneck  v neck  v-neck  vnecks  v-necks  v necks ",
"660342","DISCONTINUED District - Juniors The Concert Tee V-Neck. DT5501","Be your own fan in this soft essential.     4.5-ounce  100% soft spun cotton  30 singles     50/50 soft spun cotton/poly (Neon)     90/10 soft spun cotton/poly (Heather Grey)     Tear-away tag     Due to the nature of 50/50 cotton/polyester neon fabrics  special care must be taken throughout the printing process.","DT5501","Juniors Sizes: XS-4XL","https://cdnl.sanmar.com/catalog/images/districtheader.jpg","https://cdnl.sanmar.com/catalog/images/DT5501TN.jpg","https://cdnl.sanmar.com/catalog/images/DT5501sw.jpg","https://cdnl.sanmar.com/catalog/images/DT5501.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/DT5501_specsheet.pdf","https://cdnl.sanmar.com/imglib/mresjpg/2012/f7/DT5501_HeatherGrey_Flat_Fro.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/DT5501_heathergrey_flat_back.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_back_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_side_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_3Q_052212.jpg","Price","Heather Grey","https://cdnl.sanmar.com/swatch/gifs/DistrictThreads_heathergrey.gif","https://cdnl.sanmar.com/catalog/images/imglib/catl/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","https://cdnl.sanmar.com/cache/altview/imglib/catl/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","3XL","0.4218","5.49","4.99","4.49","3.19","3.19","3.19","2018-07-15","2025-06-29","36","66034","2","Heather Grey","A","Discontinued","","District","embroidery  embroider  embroidering  screen printing  screenprinting  screen-printing  screen print  screenprint  screen-print  heat transfer  heat transfering  heat-transfering  heat seal  heat sealing  heat-sealing  heat-transfer  heat-seal  heattransfer  heatseal  dtg  digital textile printing  digital textile print  pad print  pad printing  pad-printing  pad-print  padprint  padprinting  Tearaway  tear away  tear-away  removable tag  removable-tag xs s m l xl xxl xxxl xxxxl 2xl 3xl 4xl  juniors  junior's  junior  tee  tshirt  tee shirt  t shirt  t-shirt  tee-shirt  tee-shirts  t-shirts  v-neck  vneck  v neck  100% cotton  heathered  district  tagless  tear-away tag  tagfree  tubular  concert  concert-tee  neon  50/50 blend  100% cotton  short sleeve  short sleeves  shortsleeve  shortsleeves  shortsleeved  short-sleeve  short-sleeves  short-sleeved  vneck  v neck  v-neck  vnecks  v-necks  v necks ",
"660353","DISCONTINUED District - Juniors The Concert Tee V-Neck. DT5501","Be your own fan in this soft essential.     4.5-ounce  100% soft spun cotton  30 singles     50/50 soft spun cotton/poly (Neon)     90/10 soft spun cotton/poly (Heather Grey)     Tear-away tag     Due to the nature of 50/50 cotton/polyester neon fabrics  special care must be taken throughout the printing process.","DT5501","Juniors Sizes: XS-4XL","https://cdnl.sanmar.com/catalog/images/districtheader.jpg","https://cdnl.sanmar.com/catalog/images/DT5501TN.jpg","https://cdnl.sanmar.com/catalog/images/DT5501sw.jpg","https://cdnl.sanmar.com/catalog/images/DT5501.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/DT5501_specsheet.pdf","https://cdnl.sanmar.com/imglib/mresjpg/2012/f7/DT5501_HeatherGrey_Flat_Fro.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/DT5501_heathergrey_flat_back.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_back_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_side_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_HeatherGrey_Model_3Q_052212.jpg","Price","Heather Grey","https://cdnl.sanmar.com/swatch/gifs/DistrictThreads_heathergrey.gif","https://cdnl.sanmar.com/catalog/images/imglib/catl/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","https://cdnl.sanmar.com/cache/altview/imglib/catl/2012/f6/DT5501_HeatherGrey_Model_front_052212.jpg","4XL","0.4635","5.99","5.49","4.99","3.19","3.19","3.19","2018-07-15","2025-06-29","36","66035","3","Heather Grey","A","Discontinued","","District","embroidery  embroider  embroidering  screen printing  screenprinting  screen-printing  screen print  screenprint  screen-print  heat transfer  heat transfering  heat-transfering  heat seal  heat sealing  heat-sealing  heat-transfer  heat-seal  heattransfer  heatseal  dtg  digital textile printing  digital textile print  pad print  pad printing  pad-printing  pad-print  padprint  padprinting  Tearaway  tear away  tear-away  removable tag  removable-tag xs s m l xl xxl xxxl xxxxl 2xl 3xl 4xl  juniors  junior's  junior  tee  tshirt  tee shirt  t shirt  t-shirt  tee-shirt  tee-shirts  t-shirts  v-neck  vneck  v neck  100% cotton  heathered  district  tagless  tear-away tag  tagfree  tubular  concert  concert-tee  neon  50/50 blend  100% cotton  short sleeve  short sleeves  shortsleeve  shortsleeves  shortsleeved  short-sleeve  short-sleeves  short-sleeved  vneck  v neck  v-neck  vnecks  v-necks  v necks ",
"660361","DISCONTINUED District - Juniors The Concert Tee V-Neck. DT5501","Be your own fan in this soft essential.     4.5-ounce  100% soft spun cotton  30 singles     50/50 soft spun cotton/poly (Neon)     90/10 soft spun cotton/poly (Heather Grey)     Tear-away tag     Due to the nature of 50/50 cotton/polyester neon fabrics  special care must be taken throughout the printing process.","DT5501","Juniors Sizes: XS-4XL","https://cdnl.sanmar.com/catalog/images/districtheader.jpg","https://cdnl.sanmar.com/catalog/images/DT5501TN.jpg","https://cdnl.sanmar.com/catalog/images/DT5501sw.jpg","https://cdnl.sanmar.com/catalog/images/DT5501.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/DT5501_specsheet.pdf","https://cdnl.sanmar.com/imglib/mresjpg/2012/f7/DT5501_White_Flat_Front_030.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/DT5501_white_flat_back.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_White_Model_front_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_White_Model_back_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_White_Model_side_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_White_Model_3Q_052212.jpg","Price","White","https://cdnl.sanmar.com/swatch/gifs/DistrictThreads_White.gif","https://cdnl.sanmar.com/catalog/images/imglib/catl/2012/f6/DT5501_White_Model_front_052212.jpg","https://cdnl.sanmar.com/cache/altview/imglib/catl/2012/f6/DT5501_White_Model_front_052212.jpg","XS","0.2813","3.69","3.19","2.69","2.15","2.15","2.15","2018-07-15","2025-06-29","72","66036","1","White","A","Discontinued","","District","embroidery  embroider  embroidering  screen printing  screenprinting  screen-printing  screen print  screenprint  screen-print  heat transfer  heat transfering  heat-transfering  heat seal  heat sealing  heat-sealing  heat-transfer  heat-seal  heattransfer  heatseal  dtg  digital textile printing  digital textile print  pad print  pad printing  pad-printing  pad-print  padprint  padprinting  Tearaway  tear away  tear-away  removable tag  removable-tag xs s m l xl xxl xxxl xxxxl 2xl 3xl 4xl  juniors  junior's  junior  tee  tshirt  tee shirt  t shirt  t-shirt  tee-shirt  tee-shirts  t-shirts  v-neck  vneck  v neck  100% cotton  heathered  district  tagless  tear-away tag  tagfree  tubular  concert  concert-tee  neon  50/50 blend  100% cotton  short sleeve  short sleeves  shortsleeve  shortsleeves  shortsleeved  short-sleeve  short-sleeves  short-sleeved  vneck  v neck  v-neck  vnecks  v-necks  v necks ",
"660362","DISCONTINUED District - Juniors The Concert Tee V-Neck. DT5501","Be your own fan in this soft essential.     4.5-ounce  100% soft spun cotton  30 singles     50/50 soft spun cotton/poly (Neon)     90/10 soft spun cotton/poly (Heather Grey)     Tear-away tag     Due to the nature of 50/50 cotton/polyester neon fabrics  special care must be taken throughout the printing process.","DT5501","Juniors Sizes: XS-4XL","https://cdnl.sanmar.com/catalog/images/districtheader.jpg","https://cdnl.sanmar.com/catalog/images/DT5501TN.jpg","https://cdnl.sanmar.com/catalog/images/DT5501sw.jpg","https://cdnl.sanmar.com/catalog/images/DT5501.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/DT5501_specsheet.pdf","https://cdnl.sanmar.com/imglib/mresjpg/2012/f7/DT5501_White_Flat_Front_030.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2015/f9/DT5501_white_flat_back.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_White_Model_front_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_White_Model_back_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_White_Model_side_052212.jpg","https://cdnl.sanmar.com/imglib/mresjpg/2012/f6/DT5501_White_Model_3Q_052212.jpg","Price","White","https://cdnl.sanmar.com/swatch/gifs/DistrictThreads_White.gif","https://cdnl.sanmar.com/catalog/images/imglib/catl/2012/f6/DT5501_White_Model_front_052212.jpg","https://cdnl.sanmar.com/cache/altview/imglib/catl/2012/f6/DT5501_White_Model_front_052212.jpg","S","0.2657","3.69","3.19","2.69","2.15","2.15","2.15","2018-07-15","2025-06-29","72","66036","2","White","A","Discontinued","","District","embroidery  embroider  embroidering  screen printing  screenprinting  screen-printing  screen print  screenprint  screen-print  heat transfer  heat transfering  heat-transfering  heat seal  heat sealing  heat-sealing  heat-transfer  heat-seal  heattransfer  heatseal  dtg  digital textile printing  digital textile print  pad print  pad printing  pad-printing  pad-print  padprint  padprinting  Tearaway  tear away  tear-away  removable tag  removable-tag xs s m l xl xxl xxxl xxxxl 2xl 3xl 4xl  juniors  junior's  junior  tee  tshirt  tee shirt  t shirt  t-shirt  tee-shirt  tee-shirts  t-shirts  v-neck  vneck  v neck  100% cotton  heathered  district  tagless  tear-away tag  tagfree  tubular  concert  concert-tee  neon  50/50 blend  100% cotton  short sleeve  short sleeves  shortsleeve  shortsleeves  shortsleeved  short-sleeve  short-sleeves  short-sleeved  vneck  v neck  v-neck  vnecks  v-necks  v necks ",
